INFO:root:База данных инициализирована
INFO:root:API сервер запущен на порту 8080
INFO:root:Бот запущен
INFO:aiogram.dispatcher:Start polling
INFO:aiogram.dispatcher:Run polling for bot @four_zero_bot id=8451254918 - '0000'
INFO:aiohttp.access:127.0.0.1 [02/Mar/2026:12:55:25 +0000] "GET / HTTP/1.1" 200 239 "http://www.englishcours.ru:80/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
INFO:aiohttp.access:127.0.0.1 [02/Mar/2026:12:55:25 +0000] "GET / HTTP/1.1" 200 239 "http://php.englishcours.ru:80/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
INFO:aiohttp.access:127.0.0.1 [02/Mar/2026:12:55:26 +0000] "GET / HTTP/1.1" 200 239 "http://englishcours.ru:80/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
INFO:aiohttp.access:127.0.0.1 [02/Mar/2026:12:55:26 +0000] "GET / HTTP/1.1" 200 239 "http://wp.englishcours.ru:80/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
INFO:aiohttp.access:127.0.0.1 [02/Mar/2026:12:55:26 +0000] "GET / HTTP/1.1" 200 239 "http://dhcp-48-195-129-5.metro86.ru:80/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
INFO:aiohttp.access:127.0.0.1 [02/Mar/2026:12:55:26 +0000] "GET / HTTP/1.1" 200 239 "http://child.englishcours.ru:80/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
INFO:aiohttp.access:127.0.0.1 [02/Mar/2026:12:55:37 +0000] "GET / HTTP/1.1" 200 239 "-" "Mozilla/5.0 (X11; Linux i686; rv:144.0) Gecko/20100101 Firefox/144.0"
INFO:aiohttp.access:127.0.0.1 [02/Mar/2026:12:55:39 +0000] "GET / HTTP/1.1" 200 239 "-" "Mozilla/5.0 (X11; Linux i686; rv:144.0) Gecko/20100101 Firefox/144.0"
INFO:aiohttp.access:127.0.0.1 [02/Mar/2026:12:55:39 +0000] "GET / HTTP/1.1" 200 239 "http://5.129.195.48:80/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36"
INFO:aiohttp.access:127.0.0.1 [02/Mar/2026:12:55:40 +0000] "GET / HTTP/1.1" 200 239 "-" "Mozilla/5.0 (X11; Linux i686; rv:144.0) Gecko/20100101 Firefox/144.0"
INFO:aiohttp.access:127.0.0.1 [02/Mar/2026:12:55:40 +0000] "GET / HTTP/1.1" 200 239 "-" "Mozilla/5.0 (X11; Linux i686; rv:144.0) Gecko/20100101 Firefox/144.0"
INFO:aiohttp.access:127.0.0.1 [02/Mar/2026:12:55:41 +0000] "GET / HTTP/1.1" 200 239 "-" "Mozilla/5.0 (X11; Linux i686; rv:144.0) Gecko/20100101 Firefox/144.0"
INFO:aiohttp.access:127.0.0.1 [02/Mar/2026:12:55:42 +0000] "GET / HTTP/1.1" 200 239 "-" "Mozilla/5.0 (X11; Linux i686; rv:144.0) Gecko/20100101 Firefox/144.0"
INFO:aiohttp.access:127.0.0.1 [02/Mar/2026:12:55:56 +0000] "GET / HTTP/1.1" 200 239 "-" "Mozilla/5.0 (X11; Linux i686; rv:144.0) Gecko/20100101 Firefox/144.0"
INFO:aiohttp.access:204.76.203.206 [02/Mar/2026:12:58:44 +0000] "GET / HTTP/1.1" 200 239 "-" "Mozilla/5.0"
INFO:aiohttp.access:185.16.39.146 [02/Mar/2026:12:59:16 +0000] "GET / HTTP/1.1" 200 239 "-" "Mozilla/5.0"
INFO:aiohttp.access:79.124.40.174 [02/Mar/2026:12:59:50 +0000] "GET /?XDEBUG_SESSION_START=phpstorm HTTP/1.1" 200 258 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
INFO:aiohttp.access:204.76.203.206 [02/Mar/2026:13:03:45 +0000] "GET / HTTP/1.1" 200 239 "-" "Mozilla/5.0"
INFO:aiohttp.access:185.16.39.146 [02/Mar/2026:13:04:39 +0000] "GET / HTTP/1.1" 200 239 "-" "Mozilla/5.0"
INFO:aiohttp.access:185.16.39.146 [02/Mar/2026:13:09:26 +0000] "GET / HTTP/1.1" 200 239 "-" "Mozilla/5.0"
INFO:aiohttp.access:204.76.203.206 [02/Mar/2026:13:09:42 +0000] "GET / HTTP/1.1" 200 239 "-" "Mozilla/5.0"
INFO:aiohttp.access:127.0.0.1 [02/Mar/2026:13:14:41 +0000] "GET /owa/auth/logon.aspx HTTP/1.1" 404 173 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.102 Safari/537.36"
INFO:aiohttp.access:185.16.39.146 [02/Mar/2026:13:15:14 +0000] "GET / HTTP/1.1" 200 239 "-" "Mozilla/5.0"
INFO:aiohttp.access:204.76.203.206 [02/Mar/2026:13:16:15 +0000] "GET / HTTP/1.1" 200 239 "-" "Mozilla/5.0"
INFO:aiohttp.access:204.76.203.212 [02/Mar/2026:13:18:41 +0000] "GET / HTTP/1.1" 200 239 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
INFO:aiohttp.access:185.16.39.146 [02/Mar/2026:13:20:53 +0000] "GET / HTTP/1.1" 200 239 "-" "Mozilla/5.0"
INFO:aiohttp.access:204.76.203.206 [02/Mar/2026:13:20:58 +0000] "GET / HTTP/1.1" 200 239 "-" "Mozilla/5.0"
INFO:aiohttp.access:127.0.0.1 [02/Mar/2026:13:20:59 +0000] "GET / HTTP/1.1" 200 239 "http://www.englishcours.ru" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1"
INFO:aiohttp.access:127.0.0.1 [02/Mar/2026:13:23:36 +0000] "GET /robots.txt HTTP/1.1" 404 173 "-" "Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)"
INFO:aiohttp.access:127.0.0.1 [02/Mar/2026:13:23:37 +0000] "GET /?page_id=2 HTTP/1.1" 200 239 "-" "Mozilla/5.0 (compatible; SemrushBot/7~bl; +http://www.semrush.com/bot.html)"
INFO:aiohttp.access:185.16.39.146 [02/Mar/2026:13:25:50 +0000] "GET / HTTP/1.1" 200 239 "-" "Mozilla/5.0"
INFO:aiohttp.access:204.76.203.206 [02/Mar/2026:13:27:12 +0000] "GET / HTTP/1.1" 200 239 "-" "Mozilla/5.0"
INFO:aiohttp.access:127.0.0.1 [02/Mar/2026:13:31:30 +0000] "GET / HTTP/1.1" 200 239 "http://5.129.195.48" "Go-http-client/1.1"
INFO:aiohttp.access:79.124.40.174 [02/Mar/2026:13:33:32 +0000] "GET /actuator/gateway/routes HTTP/1.1" 404 192 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
INFO:aiohttp.access:204.76.203.206 [02/Mar/2026:13:33:35 +0000] "GET / HTTP/1.1" 200 239 "-" "Mozilla/5.0"
INFO:aiohttp.access:185.16.39.146 [02/Mar/2026:13:33:57 +0000] "GET / HTTP/1.1" 200 239 "-" "Mozilla/5.0"
INFO:aiohttp.access:185.16.39.146 [02/Mar/2026:13:37:55 +0000] "GET / HTTP/1.1" 200 239 "-" "Mozilla/5.0"
INFO:aiohttp.access:204.76.203.206 [02/Mar/2026:13:39:42 +0000] "GET / HTTP/1.1" 200 239 "-" "Mozilla/5.0"
INFO:aiohttp.access:127.0.0.1 [02/Mar/2026:13:40:23 +0000] "GET / HTTP/1.1" 200 239 "http://5.129.195.48" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1"
INFO:aiohttp.access:45.194.92.25 [02/Mar/2026:13:42:33 +0000] "GET / HTTP/1.1" 200 239 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
INFO:aiohttp.access:185.16.39.146 [02/Mar/2026:13:43:34 +0000] "GET / HTTP/1.1" 200 239 "-" "Mozilla/5.0"
INFO:aiohttp.access:204.76.203.212 [02/Mar/2026:13:44:43 +0000] "GET / HTTP/1.1" 200 239 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
INFO:aiohttp.access:204.76.203.206 [02/Mar/2026:13:44:50 +0000] "GET / HTTP/1.1" 200 239 "-" "Mozilla/5.0"
INFO:aiohttp.access:152.42.217.251 [02/Mar/2026:13:46:58 +0000] "POST /GponForm/diag_Form?images/ HTTP/1.1" 404 192 "-" "Hello-World"
INFO:aiohttp.access:185.16.39.146 [02/Mar/2026:13:49:09 +0000] "GET / HTTP/1.1" 200 239 "-" "Mozilla/5.0"
INFO:aiohttp.access:204.76.203.206 [02/Mar/2026:13:51:04 +0000] "GET / HTTP/1.1" 200 239 "-" "Mozilla/5.0"
INFO:aiohttp.access:185.16.39.146 [02/Mar/2026:13:55:16 +0000] "GET / HTTP/1.1" 200 239 "-" "Mozilla/5.0"
INFO:aiohttp.access:204.76.203.206 [02/Mar/2026:13:58:08 +0000] "GET / HTTP/1.1" 200 239 "-" "Mozilla/5.0"
INFO:aiohttp.access:204.76.203.233 [02/Mar/2026:13:58:30 +0000] "CONNECT  HTTP/1.1" 404 173 "-" "-"
INFO:aiohttp.access:185.16.39.146 [02/Mar/2026:14:01:12 +0000] "GET / HTTP/1.1" 200 239 "-" "Mozilla/5.0"
INFO:aiohttp.access:204.76.203.206 [02/Mar/2026:14:03:43 +0000] "GET / HTTP/1.1" 200 239 "-" "Mozilla/5.0"
INFO:aiohttp.access:185.16.39.146 [02/Mar/2026:14:06:21 +0000] "GET / HTTP/1.1" 200 239 "-" "Mozilla/5.0"
INFO:aiohttp.access:204.76.203.206 [02/Mar/2026:14:07:42 +0000] "GET / HTTP/1.1" 200 239 "-" "Mozilla/5.0"
INFO:aiohttp.access:204.76.203.212 [02/Mar/2026:14:10:12 +0000] "GET / HTTP/1.1" 200 239 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
INFO:aiohttp.access:185.16.39.146 [02/Mar/2026:14:12:15 +0000] "GET / HTTP/1.1" 200 239 "-" "Mozilla/5.0"
INFO:aiohttp.access:204.76.203.206 [02/Mar/2026:14:12:54 +0000] "GET / HTTP/1.1" 200 239 "-" "Mozilla/5.0"
INFO:aiohttp.access:87.106.164.191 [02/Mar/2026:14:16:22 +0000] "GET /login HTTP/1.1" 404 192 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
INFO:aiohttp.access:204.76.203.206 [02/Mar/2026:14:16:59 +0000] "GET / HTTP/1.1" 200 239 "-" "Mozilla/5.0"
INFO:aiohttp.access:185.16.39.146 [02/Mar/2026:14:17:18 +0000] "GET / HTTP/1.1" 200 239 "-" "Mozilla/5.0"
INFO:aiohttp.access:204.76.203.206 [02/Mar/2026:14:21:52 +0000] "GET / HTTP/1.1" 200 239 "-" "Mozilla/5.0"
INFO:aiohttp.access:185.16.39.146 [02/Mar/2026:14:23:37 +0000] "GET / HTTP/1.1" 200 239 "-" "Mozilla/5.0"
INFO:aiohttp.access:204.76.203.206 [02/Mar/2026:14:26:08 +0000] "GET / HTTP/1.1" 200 239 "-" "Mozilla/5.0"
INFO:aiohttp.access:127.0.0.1 [02/Mar/2026:14:26:33 +0000] "GET / HTTP/1.1" 200 239 "http://englishcours.ru/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0"
INFO:aiohttp.access:185.16.39.146 [02/Mar/2026:14:27:31 +0000] "GET / HTTP/1.1" 200 239 "-" "Mozilla/5.0"
INFO:aiohttp.access:204.76.203.206 [02/Mar/2026:14:31:33 +0000] "GET / HTTP/1.1" 200 239 "-" "Mozilla/5.0"
INFO:aiohttp.access:185.16.39.146 [02/Mar/2026:14:34:06 +0000] "GET / HTTP/1.1" 200 239 "-" "Mozilla/5.0"
INFO:aiohttp.access:127.0.0.1 [02/Mar/2026:14:34:27 +0000] "POST /sdk HTTP/1.1" 404 173 "-" "Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
INFO:aiohttp.access:127.0.0.1 [02/Mar/2026:14:34:28 +0000] "GET /nmaplowercheck1772462067 HTTP/1.1" 404 173 "-" "Mozilla/5.0 (compatible; Nmap Scripting Engine; https://nmap.org/book/nse.html)"
INFO:aiohttp.access:204.76.203.206 [02/Mar/2026:14:34:47 +0000] "GET / HTTP/1.1" 200 239 "-" "Mozilla/5.0"
INFO:aiohttp.access:45.194.92.25 [02/Mar/2026:14:36:08 +0000] "GET / HTTP/1.1" 200 239 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
INFO:aiohttp.access:127.0.0.1 [02/Mar/2026:14:37:19 +0000] "GET /.git/config HTTP/1.1" 404 173 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
INFO:aiohttp.access:204.76.203.212 [02/Mar/2026:14:37:33 +0000] "GET / HTTP/1.1" 200 239 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46"
INFO:aiohttp.access:185.16.39.146 [02/Mar/2026:14:39:22 +0000] "GET / HTTP/1.1" 200 239 "-" "Mozilla/5.0"
INFO:aiohttp.access:204.76.203.206 [02/Mar/2026:14:39:59 +0000] "GET / HTTP/1.1" 200 239 "-" "Mozilla/5.0"
INFO:aiohttp.access:127.0.0.1 [02/Mar/2026:14:41:16 +0000] "GET /admin.php HTTP/1.1" 404 173 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
INFO:aiohttp.access:127.0.0.1 [02/Mar/2026:14:41:16 +0000] "GET /wp-admin/js/ HTTP/1.1" 404 173 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
INFO:aiohttp.access:127.0.0.1 [02/Mar/2026:14:41:17 +0000] "GET /f.php HTTP/1.1" 404 173 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
INFO:aiohttp.access:127.0.0.1 [02/Mar/2026:14:41:17 +0000] "GET /wk/index.php HTTP/1.1" 404 173 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
INFO:aiohttp.access:127.0.0.1 [02/Mar/2026:14:41:17 +0000] "GET /adminfuns.php HTTP/1.1" 404 173 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
INFO:aiohttp.access:127.0.0.1 [02/Mar/2026:14:41:17 +0000] "GET /wp-content/themes/admin.php HTTP/1.1" 404 173 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
INFO:aiohttp.access:127.0.0.1 [02/Mar/2026:14:41:18 +0000] "GET /wp-includes/Requests/library/ HTTP/1.1" 404 173 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
INFO:aiohttp.access:127.0.0.1 [02/Mar/2026:14:41:18 +0000] "GET /classwithtostring.php HTTP/1.1" 404 173 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
INFO:aiohttp.access:127.0.0.1 [02/Mar/2026:14:41:18 +0000] "GET /sf.php HTTP/1.1" 404 173 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
INFO:aiohttp.access:127.0.0.1 [02/Mar/2026:14:41:18 +0000] "GET /bgymj.php HTTP/1.1" 404 173 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
INFO:aiohttp.access:127.0.0.1 [02/Mar/2026:14:41:19 +0000] "GET /wp.php HTTP/1.1" 404 173 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
INFO:aiohttp.access:127.0.0.1 [02/Mar/2026:14:41:19 +0000] "GET /wp-includes/Text/Diff/Engine/index.php HTTP/1.1" 404 173 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
INFO:aiohttp.access:127.0.0.1 [02/Mar/2026:14:41:19 +0000] "GET /wp-includes HTTP/1.1" 404 173 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
INFO:aiohttp.access:127.0.0.1 [02/Mar/2026:14:41:19 +0000] "GET /ms-edit.php HTTP/1.1" 404 173 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
INFO:aiohttp.access:127.0.0.1 [02/Mar/2026:14:41:20 +0000] "GET /wp-content/admin.php HTTP/1.1" 404 173 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
INFO:aiohttp.access:127.0.0.1 [02/Mar/2026:14:41:20 +0000] "GET /wp-file.php HTTP/1.1" 404 173 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
INFO:aiohttp.access:127.0.0.1 [02/Mar/2026:14:41:20 +0000] "GET /about.php HTTP/1.1" 404 173 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
INFO:aiohttp.access:127.0.0.1 [02/Mar/2026:14:41:20 +0000] "GET /as.php HTTP/1.1" 404 173 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
INFO:aiohttp.access:127.0.0.1 [02/Mar/2026:14:41:20 +0000] "GET /bolt.php HTTP/1.1" 404 173 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
INFO:aiohttp.access:127.0.0.1 [02/Mar/2026:14:41:21 +0000] "GET /class-t.api.php HTTP/1.1" 404 173 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
INFO:aiohttp.access:127.0.0.1 [02/Mar/2026:14:41:21 +0000] "GET /wp-admin/js/index.php HTTP/1.1" 404 173 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
INFO:aiohttp.access:127.0.0.1 [02/Mar/2026:14:41:21 +0000] "GET /wp-content/themes/index.php HTTP/1.1" 404 173 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
INFO:aiohttp.access:127.0.0.1 [02/Mar/2026:14:41:21 +0000] "GET /wp-content/uploads/index.php HTTP/1.1" 404 173 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
INFO:aiohttp.access:127.0.0.1 [02/Mar/2026:14:41:22 +0000] "GET /abcd.php HTTP/1.1" 404 173 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
INFO:aiohttp.access:127.0.0.1 [02/Mar/2026:14:41:22 +0000] "GET /cgi-bin HTTP/1.1" 404 173 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
INFO:aiohttp.access:127.0.0.1 [02/Mar/2026:14:41:22 +0000] "GET /ioxi-o.php HTTP/1.1" 404 173 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
INFO:aiohttp.access:127.0.0.1 [02/Mar/2026:14:41:22 +0000] "GET /jga.php HTTP/1.1" 404 173 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
INFO:aiohttp.access:127.0.0.1 [02/Mar/2026:14:41:23 +0000] "GET /wp-cron.php HTTP/1.1" 404 173 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
INFO:aiohttp.access:127.0.0.1 [02/Mar/2026:14:41:23 +0000] "GET /wp-includes/IXR/index.php HTTP/1.1" 404 173 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
INFO:aiohttp.access:127.0.0.1 [02/Mar/2026:14:41:23 +0000] "GET /.well-known/ HTTP/1.1" 404 173 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
INFO:aiohttp.access:127.0.0.1 [02/Mar/2026:14:41:23 +0000] "GET /file.php HTTP/1.1" 404 173 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
INFO:aiohttp.access:127.0.0.1 [02/Mar/2026:14:41:23 +0000] "GET /wp-admin.php HTTP/1.1" 404 173 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
INFO:aiohttp.access:127.0.0.1 [02/Mar/2026:14:41:24 +0000] "GET /wp-content/uploads/ HTTP/1.1" 404 173 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
INFO:aiohttp.access:127.0.0.1 [02/Mar/2026:14:41:24 +0000] "GET /wp-content/uploads/admin.php HTTP/1.1" 404 173 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
INFO:aiohttp.access:127.0.0.1 [02/Mar/2026:14:41:24 +0000] "GET /166.php HTTP/1.1" 404 173 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
INFO:aiohttp.access:127.0.0.1 [02/Mar/2026:14:41:24 +0000] "GET /dropdown.php HTTP/1.1" 404 173 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
INFO:aiohttp.access:127.0.0.1 [02/Mar/2026:14:41:25 +0000] "GET /wp-content/edit.php HTTP/1.1" 404 173 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
INFO:aiohttp.access:127.0.0.1 [02/Mar/2026:14:41:25 +0000] "GET /wp-includes/images/crystal/ HTTP/1.1" 404 173 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
INFO:aiohttp.access:127.0.0.1 [02/Mar/2026:14:41:25 +0000] "GET /wp-includes/js/jcrop/Jcrop.php HTTP/1.1" 404 173 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
INFO:aiohttp.access:127.0.0.1 [02/Mar/2026:14:41:25 +0000] "GET /x.php HTTP/1.1" 404 173 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
INFO:aiohttp.access:127.0.0.1 [02/Mar/2026:14:41:26 +0000] "GET /xmlrpc.php HTTP/1.1" 404 173 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
INFO:aiohttp.access:127.0.0.1 [02/Mar/2026:14:41:26 +0000] "GET /.well-known/acme-challenge/index.php HTTP/1.1" 404 173 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
INFO:aiohttp.access:127.0.0.1 [02/Mar/2026:14:41:26 +0000] "GET /24.php HTTP/1.1" 404 173 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
INFO:aiohttp.access:127.0.0.1 [02/Mar/2026:14:41:26 +0000] "GET /buy.php HTTP/1.1" 404 173 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
INFO:aiohttp.access:127.0.0.1 [02/Mar/2026:14:41:26 +0000] "GET /test1.php HTTP/1.1" 404 173 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36"
